"","S5","S6","S7","S8","S17","S18","S19","S20"
"ASV_38",20,10,7,23,43,72,4,20
"ASV_8",131,96,132,110,105,73,146,133
"ASV_13",87,112,62,50,47,47,88,60
"ASV_4",211,162,248,197,134,118,184,170
"ASV_2",298,288,271,238,250,320,166,214
"ASV_6",212,130,160,200,190,164,114,150
"ASV_80",17,0,13,0,7,0,10,16
"ASV_39",25,36,25,23,26,14,15,16
"ASV_34",96,49,18,17,21,41,8,17
"ASV_7",135,31,23,68,390,432,4,3
"ASV_49",31,5,19,12,4,7,0,9
"ASV_15",67,85,76,65,47,65,47,78
"ASV_18",43,78,62,40,4,0,86,84
"ASV_10",192,78,45,108,228,194,4,19
"ASV_19",37,48,46,18,6,5,65,61
"ASV_17",55,63,68,48,25,14,91,95
"ASV_23",49,47,62,40,20,38,24,24
"ASV_70",15,15,14,4,1,4,10,17
"ASV_121",1,4,9,12,3,4,1,4
"ASV_3",488,281,339,292,357,375,34,96
"ASV_26",94,65,66,94,99,74,13,30
"ASV_125",10,12,1,3,2,2,6,9
"ASV_1",607,809,853,1179,966,933,433,820
"ASV_16",50,67,83,126,83,64,61,95
"ASV_5",286,299,256,268,234,263,87,178
"ASV_9",66,91,100,90,35,35,149,177
"ASV_27",37,45,37,33,14,0,67,60
"ASV_28",35,24,17,22,27,10,94,47
"ASV_25",19,18,26,30,19,16,12,0
"ASV_12",56,107,68,52,21,9,87,85
"ASV_31",6,18,4,5,24,12,16,22
