	input	filtered	denoisedF	denoisedR	merged	nonchim
102	10742	6951	6718	6760	6647	5105
117	28130	19041	18666	18752	18545	12965
160	20547	15106	14653	14790	14539	10790
162	15831	11285	10956	11030	10873	8087
186	15550	9709	9419	9469	9309	7122
26	14579	8497	8305	8308	8234	6271
52	6232	2559	2476	2466	2415	1599
79	18859	11556	11152	11267	11042	8575
88	10783	3821	3686	3721	3649	3161
9	6962	3313	3066	3177	3047	2647
