	102	117	160	162	186	26	52	79	88	9
ASV_1	913	1836	665	1307	2082	983	466	1754	243	147
ASV_2	264	575	1952	1412	1235	476	83	869	316	397
ASV_3	0	458	586	408	393	178	0	112	221	218
ASV_4	177	175	649	210	109	231	0	51	47	50
ASV_5	31	10	521	453	187	22	0	72	95	85
ASV_6	0	0	1006	0	30	0	0	0	424	0
ASV_7	10	383	368	181	126	112	0	90	79	0
ASV_8	0	490	309	71	47	85	0	215	79	9
ASV_9	72	310	0	0	49	292	139	335	0	0
ASV_10	51	0	349	124	161	26	0	58	293	49
ASV_11	0	0	306	231	238	46	0	49	53	77
ASV_13	227	3	154	145	153	47	0	34	82	138
ASV_14	115	17	248	89	102	162	0	75	66	93
ASV_15	188	298	0	0	0	138	0	188	0	106
ASV_16	0	535	126	244	0	0	0	0	0	0
ASV_17	0	794	0	0	0	0	0	0	0	0
ASV_18	76	319	0	46	0	97	0	246	0	0
ASV_19	0	0	0	0	0	748	0	0	0	0
ASV_20	71	63	100	106	133	83	0	70	34	38
ASV_21	50	342	27	0	0	117	48	105	0	0
ASV_22	0	354	0	0	0	36	143	117	0	0
ASV_23	0	0	133	197	152	31	0	42	82	6
ASV_24	0	0	0	575	0	0	0	0	65	0
ASV_25	40	260	0	0	17	91	0	206	0	0
ASV_26	0	300	0	0	0	245	0	0	48	0
ASV_27	66	0	141	74	69	62	0	60	55	0
ASV_28	0	0	0	0	0	0	0	495	0	0
ASV_29	0	480	0	0	0	0	0	0	0	0
ASV_30	0	463	0	0	0	0	0	0	0	0
ASV_31	0	318	0	0	0	72	0	71	0	0
ASV_32	0	92	0	94	114	51	0	103	0	0
ASV_33	0	0	58	41	40	0	0	90	0	224
ASV_34	0	174	0	72	106	0	0	0	100	0
ASV_35	0	0	0	0	0	0	0	448	0	0
ASV_36	51	92	0	0	0	55	128	97	0	0
ASV_37	0	0	279	53	0	42	0	45	0	0
ASV_38	0	0	114	0	0	0	0	288	0	0
ASV_39	315	3	0	0	0	5	0	9	0	62
ASV_40	0	394	0	0	0	0	0	0	0	0
ASV_41	38	0	72	0	70	0	0	0	130	82
ASV_42	0	0	0	43	232	0	0	79	0	0
ASV_43	0	0	65	146	46	20	0	7	30	20
ASV_44	0	314	0	0	0	0	0	0	0	0
ASV_45	0	0	52	65	90	21	0	1	24	41
ASV_46	7	0	47	97	25	5	0	45	15	42
ASV_47	0	172	0	22	82	0	0	0	0	0
ASV_48	93	0	80	42	9	16	0	0	33	0
