ASV_49	37	229	0	0	0	0	0	0	0	0
ASV_50	41	87	0	23	0	0	0	16	0	94
ASV_51	0	0	3	0	0	0	0	257	0	0
ASV_52	15	131	38	0	0	69	0	0	0	0
ASV_53	0	0	170	15	22	0	0	0	16	28
ASV_54	124	126	0	0	0	0	0	0	0	0
ASV_55	0	0	0	0	0	246	0	0	0	0
ASV_56	0	0	0	209	0	0	0	35	0	0
ASV_57	0	30	51	71	30	25	0	3	24	0
ASV_58	0	233	0	0	0	0	0	0	0	0
ASV_59	0	0	0	0	0	0	0	222	0	0
ASV_60	0	0	0	0	0	221	0	0	0	0
ASV_61	31	0	87	0	0	0	0	0	0	102
ASV_62	0	0	219	0	0	0	0	0	0	0
ASV_63	40	0	59	0	0	0	0	0	116	0
ASV_64	0	0	0	158	0	0	0	0	52	0
ASV_65	92	0	111	0	0	0	0	0	0	0
ASV_66	0	0	0	0	0	127	74	0	0	0
ASV_67	0	73	0	0	0	28	14	80	0	0
ASV_68	0	0	0	74	0	0	0	111	0	0
ASV_69	0	0	0	0	0	0	185	0	0	0
ASV_70	42	0	0	14	32	34	0	55	6	0
ASV_71	0	0	51	0	24	47	0	56	0	0
ASV_72	0	152	22	0	0	0	0	0	0	0
ASV_73	0	0	120	0	0	0	0	0	0	54
ASV_74	27	0	0	40	0	48	0	0	0	56
ASV_75	0	1	83	75	0	3	0	6	0	0
ASV_76	0	0	111	0	0	23	0	0	0	31
ASV_77	0	161	0	0	0	0	0	0	0	0
ASV_78	0	19	5	14	29	0	0	45	42	0
ASV_79	46	0	30	19	19	13	0	0	0	24
ASV_80	138	0	0	0	0	0	0	9	0	0
ASV_81	0	92	0	26	24	0	0	0	0	0
ASV_82	0	1	0	21	114	0	0	0	6	0
ASV_83	0	41	0	32	0	0	0	0	61	0
ASV_84	50	0	31	0	0	50	0	0	0	0
ASV_85	0	0	44	87	0	0	0	0	0	0
ASV_86	0	130	0	0	0	0	0	0	0	0
ASV_87	0	0	0	0	0	0	0	129	0	0
ASV_88	0	51	0	40	37	0	0	0	0	0
ASV_89	0	0	64	0	0	0	0	64	0	0
ASV_90	50	17	0	0	0	39	21	0	0	0
ASV_91	0	0	0	96	29	0	0	0	0	0
ASV_92	0	0	0	0	0	0	114	0	0	0
ASV_93	0	0	58	0	0	0	0	0	55	0
ASV_94	0	5	0	17	89	0	0	0	0	0
ASV_95	0	0	0	0	0	56	0	55	0	0
ASV_96	0	109	0	0	0	0	0	0	0	0
ASV_97	0	2	0	28	74	0	0	0	5	0
ASV_98	56	52	0	0	0	0	0	0	0	0
ASV_99	0	0	108	0	0	0	0	0	0	0
ASV_100	0	0	39	0	0	0	0	69	0	0
ASV_101	22	0	66	19	0	0	0	0	0	0
ASV_102	0	0	0	0	0	45	0	0	0	61
ASV_104	0	0	20	45	0	0	0	0	34	0
ASV_105	48	0	24	1	0	24	0	0	0	0
ASV_106	96	0	0	0	0	0	0	0	0	0
ASV_107	0	0	94	0	0	0	0	0	0	0
ASV_108	33	0	17	38	0	5	0	0	0	0
ASV_109	0	0	0	0	0	15	77	0	0	0
ASV_110	0	33	0	0	0	0	34	0	0	24
ASV_111	56	32	0	0	0	0	0	0	0	0
ASV_112	0	0	0	0	0	0	0	87	0	0
ASV_113	0	84	0	0	0	0	0	0	0	0
ASV_114	0	24	0	0	0	47	0	0	13	0
ASV_115	0	0	23	0	24	17	0	18	0	0
ASV_116	0	55	0	0	0	26	0	0	0	0
ASV_117	0	0	0	0	79	0	0	0	0	0
ASV_118	0	78	0	0	0	0	0	0	0	0
ASV_119	0	0	0	0	0	0	0	78	0	0
ASV_120	0	76	0	0	0	0	0	0	0	0
ASV_121	0	11	0	0	20	18	0	0	26	0
ASV_122	0	0	35	0	0	29	0	0	11	0
ASV_123	0	0	10	0	0	0	0	60	0	0
ASV_124	0	0	0	0	0	0	0	0	0	70
ASV_125	0	41	0	0	0	27	0	0	0	0
ASV_126	0	0	48	11	0	9	0	0	0	0
ASV_127	26	41	0	0	0	0	0	0	0	0
ASV_128	0	0	63	0	0	0	0	0	0	0
ASV_129	0	0	32	0	0	0	0	0	31	0
ASV_130	0	0	36	0	0	24	0	0	0	0
ASV_131	0	0	0	0	0	60	0	0	0	0
ASV_132	7	0	43	0	0	0	0	0	0	8
ASV_133	0	3	0	20	33	0	0	0	0	0
ASV_134	55	0	0	0	0	0	0	0	0	0
ASV_135	54	0	0	0	0	0	0	0	0	0
ASV_136	0	54	0	0	0	0	0	0	0	0
ASV_137	1	5	0	14	19	6	2	4	0	0
ASV_138	0	0	50	0	0	0	0	0	0	0
ASV_139	49	0	0	0	0	0	0	0	0	0
ASV_140	0	0	0	0	0	49	0	0	0	0
ASV_141	0	0	0	0	0	0	0	20	0	29
ASV_142	0	48	0	0	0	0	0	0	0	0
ASV_143	47	0	0	0	0	0	0	0	0	0
ASV_144	45	0	0	0	0	0	0	0	0	0
ASV_145	45	0	0	0	0	0	0	0	0	0
ASV_146	30	0	0	0	15	0	0	0	0	0
ASV_147	0	0	0	0	0	0	45	0	0	0
ASV_148	0	44	0	0	0	0	0	0	0	0
ASV_149	0	44	0	0	0	0	0	0	0	0
ASV_150	0	3	0	9	21	0	0	0	11	0
ASV_151	43	0	0	0	0	0	0	0	0	0
ASV_152	0	0	43	0	0	0	0	0	0	0
ASV_153	20	0	0	22	0	0	0	0	0	0
ASV_154	0	2	20	6	6	0	0	8	0	0
ASV_156	0	41	0	0	0	0	0	0	0	0
ASV_157	0	32	0	9	0	0	0	0	0	0
ASV_158	0	0	0	41	0	0	0	0	0	0
ASV_159	0	0	7	5	14	0	0	13	0	0
ASV_160	0	38	0	0	0	0	0	0	0	0
ASV_161	0	38	0	0	0	0	0	0	0	0
ASV_162	0	0	0	0	0	38	0	0	0	0
ASV_163	0	0	0	0	0	0	0	0	0	38
ASV_164	0	0	0	37	0	0	0	0	0	0
ASV_165	0	0	0	0	37	0	0	0	0	0
ASV_166	0	0	16	13	5	0	0	2	0	0
ASV_167	0	0	7	3	14	4	0	0	8	0
ASV_168	0	0	0	0	0	0	0	35	0	0
ASV_169	0	0	0	0	0	0	0	0	0	35
ASV_170	33	0	0	0	0	0	0	0	0	0
ASV_171	0	32	0	0	0	0	0	0	0	0
ASV_172	0	2	0	11	18	0	0	0	1	0
ASV_174	0	0	0	0	30	0	0	0	0	0
ASV_175	0	0	0	0	30	0	0	0	0	0
ASV_176	0	29	0	0	0	0	0	0	0	0
ASV_177	0	0	29	0	0	0	0	0	0	0
ASV_178	2	0	10	1	0	4	0	0	11	0
ASV_179	0	28	0	0	0	0	0	0	0	0
ASV_180	0	28	0	0	0	0	0	0	0	0
ASV_181	0	0	0	0	0	0	0	28	0	0
ASV_182	0	27	0	0	0	0	0	0	0	0
ASV_183	0	27	0	0	0	0	0	0	0	0
ASV_184	0	0	0	0	0	0	0	27	0	0
ASV_185	0	26	0	0	0	0	0	0	0	0
ASV_186	0	0	26	0	0	0	0	0	0	0
ASV_187	0	0	0	26	0	0	0	0	0	0
ASV_188	0	0	0	0	0	26	0	0	0	0
ASV_189	0	0	0	0	0	0	0	25	0	0
ASV_190	0	23	0	0	0	0	0	0	0	0
ASV_191	0	0	0	0	23	0	0	0	0	0
ASV_192	0	0	0	0	23	0	0	0	0	0
ASV_193	0	0	0	0	0	23	0	0	0	0
ASV_194	0	0	0	22	0	0	0	0	0	0
ASV_195	0	0	0	0	0	8	0	14	0	0
ASV_196	0	0	0	0	0	0	0	22	0	0
ASV_197	0	0	0	0	0	0	0	22	0	0
ASV_198	0	0	0	0	0	0	0	21	0	0
ASV_200	0	0	18	0	0	0	0	0	0	0
ASV_203	0	0	0	17	0	0	0	0	0	0
ASV_204	0	0	16	0	0	0	0	0	0	0
ASV_205	0	0	0	0	0	0	16	0	0	0
ASV_206	0	0	0	0	0	0	0	16	0	0
ASV_209	0	0	0	0	0	15	0	0	0	0
ASV_210	0	0	0	0	0	0	0	15	0	0
ASV_211	0	0	0	0	0	0	0	14	0	0
ASV_212	3	0	0	5	2	3	0	0	0	0
ASV_213	0	13	0	0	0	0	0	0	0	0
ASV_214	0	0	13	0	0	0	0	0	0	0
ASV_215	12	0	0	0	0	0	0	0	0	0
ASV_216	12	0	0	0	0	0	0	0	0	0
ASV_217	0	0	0	0	12	0	0	0	0	0
ASV_218	0	0	0	0	12	0	0	0	0	0
ASV_219	0	0	0	0	0	12	0	0	0	0
ASV_220	0	0	0	0	0	0	0	0	0	12
ASV_221	11	0	0	0	0	0	0	0	0	0
ASV_223	0	0	11	0	0	0	0	0	0	0
ASV_224	0	0	11	0	0	0	0	0	0	0
ASV_225	0	0	0	0	11	0	0	0	0	0
ASV_226	0	10	0	0	0	0	0	0	0	0
ASV_227	0	0	0	10	0	0	0	0	0	0
ASV_229	0	0	0	0	0	0	0	10	0	0
ASV_230	0	0	0	0	0	0	0	10	0	0
ASV_231	9	0	0	0	0	0	0	0	0	0
ASV_234	0	0	0	9	0	0	0	0	0	0
ASV_235	0	0	0	0	0	0	0	9	0	0
ASV_236	0	0	0	0	0	0	0	9	0	0
ASV_238	0	8	0	0	0	0	0	0	0	0
ASV_239	0	0	8	0	0	0	0	0	0	0
ASV_240	0	0	0	0	0	0	8	0	0	0
ASV_241	0	0	0	0	0	0	0	0	8	0
ASV_243	0	7	0	0	0	0	0	0	0	0
ASV_245	0	0	7	0	0	0	0	0	0	0
ASV_246	0	0	7	0	0	0	0	0	0	0
ASV_247	0	6	0	0	0	0	0	0	0	0
ASV_249	0	0	0	6	0	0	0	0	0	0
ASV_252	0	0	0	0	0	0	0	6	0	0
ASV_256	0	5	0	0	0	0	0	0	0	0
ASV_265	0	4	0	0	0	0	0	0	0	0
ASV_272	0	0	0	0	4	0	0	0	0	0
ASV_273	0	0	0	0	0	0	0	4	0	0
ASV_275	0	0	0	0	0	0	0	0	0	4
ASV_276	0	0	0	0	0	0	0	0	0	4
ASV_277	3	0	0	0	0	0	0	0	0	0
ASV_278	3	0	0	0	0	0	0	0	0	0
ASV_279	3	0	0	0	0	0	0	0	0	0
ASV_289	0	0	0	0	0	0	0	0	0	3
ASV_293	0	0	0	0	0	0	0	0	0	2
ASV_294	0	0	0	0	0	0	1	0	0	0
ASV_295	0	0	0	0	0	0	1	0	0	0
