,contrast,fertilization,sampling.date,estimate,SE,df,t.ratio,p.value
1,control - rainout,D,04.28.22,-0.42,0.252796855,18,-1.661413073,0.113947829
2,control - rainout,K,04.28.22,-0.1275,0.252796855,18,-0.50435754,0.620128108
3,control - rainout,M,04.28.22,-0.235,0.252796855,18,-0.929600172,0.364878103
4,control - rainout,D,06.01.22,-0.4075,0.29780913,18,-1.368326083,0.188048557
5,control - rainout,K,06.01.22,-0.2325,0.29780913,18,-0.780701385,0.445124636
6,control - rainout,M,06.01.22,-0.46,0.29780913,18,-1.544613492,0.139839215
7,control - rainout,D,07.05.22,-0.375,0.192209377,18,-1.950997431,0.066800269
8,control - rainout,K,07.05.22,-0.145,0.192209377,18,-0.754385673,0.460373986
9,control - rainout,M,07.05.22,-0.45,0.192209377,18,-2.341196918,0.030930256
