"","contrast","fertilization","sampling.date","estimate","SE","df","t.ratio","p.value"
"1","control - rainout","D","X04.28.22",-2095,1107.05251807571,18,-1.89241247889625,0.074632750712607
"2","control - rainout","K","X04.28.22",-865,1107.05251807571,18,-0.781354078398691,0.444750423916789
"3","control - rainout","M","X04.28.22",-379.999999999998,1107.05251807571,18,-0.343253814787863,0.735384007766597
"4","control - rainout","D","X06.01.22",-1560,1079.84727572416,18,-1.44464873419609,0.16573982522
"5","control - rainout","K","X06.01.22",102.5,1079.84727572416,18,0.0949208302917299,0.925426425777002
"6","control - rainout","M","X06.01.22",-1500,1079.84727572416,18,-1.38908532134239,0.181754324481132
"7","control - rainout","D","X07.05.22",-1435,1086.76986984366,18,-1.32042674334212,0.203237094528038
"8","control - rainout","K","X07.05.22",-1492.5,1086.76986984366,18,-1.37333582887673,0.186513829758404
"9","control - rainout","M","X07.05.22",-1115,1086.76986984366,18,-1.02597618036687,0.3184938993619
