SampleID;SampleName;Time;Scenario;InocDens;Soil;SampleType;ScenarioByTime;InocDensByTime;SoilByTime;ScenarioByInocDens;ScenarioBySol;InocDensBySoil;TimeByScenarioBySoilBySampleType;Maize
324;J90    B S2.4;J90;B;H;2;Rhizo;B_J90;H_J90;2_J90;B_H;B_2;H_2;J90_B_2_Rhizo;39
325;J90    B S2.5;J90;B;H;2;Rhizo;B_J90;H_J90;2_J90;B_H;B_2;H_2;J90_B_2_Rhizo;40
326;J90    B S3.1;J90;B;H;3;Rhizo;B_J90;H_J90;3_J90;B_H;B_3;H_3;J90_B_3_Rhizo;41
328;J90    B S3.3;J90;B;H;3;Rhizo;B_J90;H_J90;3_J90;B_H;B_3;H_3;J90_B_3_Rhizo;43
329;J90    B S3.4;J90;B;H;3;Rhizo;B_J90;H_J90;3_J90;B_H;B_3;H_3;J90_B_3_Rhizo;44
331;J90    C S1.1;J90;C;H;1;Rhizo;C_J90;H_J90;1_J90;C_H;C_1;H_1;J90_C_1_Rhizo;46
332;J90    C S1.2;J90;C;H;1;Rhizo;C_J90;H_J90;1_J90;C_H;C_1;H_1;J90_C_1_Rhizo;47
333;J90    C S1.3;J90;C;H;1;Rhizo;C_J90;H_J90;1_J90;C_H;C_1;H_1;J90_C_1_Rhizo;48
334;J90    C S1.4;J90;C;H;1;Rhizo;C_J90;H_J90;1_J90;C_H;C_1;H_1;J90_C_1_Rhizo;49
335;J90    C S1.5;J90;C;H;1;Rhizo;C_J90;H_J90;1_J90;C_H;C_1;H_1;J90_C_1_Rhizo;50
336;J90    C S2.1;J90;C;H;2;Rhizo;C_J90;H_J90;2_J90;C_H;C_2;H_2;J90_C_2_Rhizo;51
337;J90    C S2.2;J90;C;H;2;Rhizo;C_J90;H_J90;2_J90;C_H;C_2;H_2;J90_C_2_Rhizo;52
338;J90    C S2.3;J90;C;H;2;Rhizo;C_J90;H_J90;2_J90;C_H;C_2;H_2;J90_C_2_Rhizo;53
339;J90    C S2.4;J90;C;H;2;Rhizo;C_J90;H_J90;2_J90;C_H;C_2;H_2;J90_C_2_Rhizo;54
340;J90    C S2.5;J90;C;H;2;Rhizo;C_J90;H_J90;2_J90;C_H;C_2;H_2;J90_C_2_Rhizo;55
341;J90    C S3.1;J90;C;H;3;Rhizo;C_J90;H_J90;3_J90;C_H;C_3;H_3;J90_C_3_Rhizo;56
342;J90    C S3.2;J90;C;H;3;Rhizo;C_J90;H_J90;3_J90;C_H;C_3;H_3;J90_C_3_Rhizo;57
343;J90    C S3.3;J90;C;H;3;Rhizo;C_J90;H_J90;3_J90;C_H;C_3;H_3;J90_C_3_Rhizo;58
344;J90    C S3.4;J90;C;H;3;Rhizo;C_J90;H_J90;3_J90;C_H;C_3;H_3;J90_C_3_Rhizo;59
345;J90    C S3.5;J90;C;H;3;Rhizo;C_J90;H_J90;3_J90;C_H;C_3;H_3;J90_C_3_Rhizo;60
346;J90    D S1.1;J90;D;L;1;Rhizo;D_J90;L_J90;1_J90;D_L;D_1;L_1;J90_D_1_Rhizo;61
347;J90    D S1.2;J90;D;L;1;Rhizo;D_J90;L_J90;1_J90;D_L;D_1;L_1;J90_D_1_Rhizo;62
348;J90    D S1.3;J90;D;L;1;Rhizo;D_J90;L_J90;1_J90;D_L;D_1;L_1;J90_D_1_Rhizo;63
349;J90    D S1.4;J90;D;L;1;Rhizo;D_J90;L_J90;1_J90;D_L;D_1;L_1;J90_D_1_Rhizo;64
350;J90    D S1.5;J90;D;L;1;Rhizo;D_J90;L_J90;1_J90;D_L;D_1;L_1;J90_D_1_Rhizo;65
351;J90    D S2.1;J90;D;L;2;Rhizo;D_J90;L_J90;2_J90;D_L;D_2;L_2;J90_D_2_Rhizo;66
352;J90    D S2.2;J90;D;L;2;Rhizo;D_J90;L_J90;2_J90;D_L;D_2;L_2;J90_D_2_Rhizo;67
353;J90    D S2.3;J90;D;L;2;Rhizo;D_J90;L_J90;2_J90;D_L;D_2;L_2;J90_D_2_Rhizo;68
354;J90    D S2.4;J90;D;L;2;Rhizo;D_J90;L_J90;2_J90;D_L;D_2;L_2;J90_D_2_Rhizo;69
355;J90    D S2.5;J90;D;L;2;Rhizo;D_J90;L_J90;2_J90;D_L;D_2;L_2;J90_D_2_Rhizo;70
356;J90    D S3.1;J90;D;L;3;Rhizo;D_J90;L_J90;3_J90;D_L;D_3;L_3;J90_D_3_Rhizo;71
357;J90    D S3.2;J90;D;L;3;Rhizo;D_J90;L_J90;3_J90;D_L;D_3;L_3;J90_D_3_Rhizo;72
358;J90    D S3.3;J90;D;L;3;Rhizo;D_J90;L_J90;3_J90;D_L;D_3;L_3;J90_D_3_Rhizo;73
359;J90    D S3.4;J90;D;L;3;Rhizo;D_J90;L_J90;3_J90;D_L;D_3;L_3;J90_D_3_Rhizo;74
360;J90    D S3.5;J90;D;L;3;Rhizo;D_J90;L_J90;3_J90;D_L;D_3;L_3;J90_D_3_Rhizo;75
361;J90    E S1.1;J90;E;L;1;Rhizo;E_J90;L_J90;1_J90;E_L;E_1;L_1;J90_E_1_Rhizo;76
362;J90    E S1.2;J90;E;L;1;Rhizo;E_J90;L_J90;1_J90;E_L;E_1;L_1;J90_E_1_Rhizo;77
363;J90    E S1.3;J90;E;L;1;Rhizo;E_J90;L_J90;1_J90;E_L;E_1;L_1;J90_E_1_Rhizo;78
364;J90    E S1.4;J90;E;L;1;Rhizo;E_J90;L_J90;1_J90;E_L;E_1;L_1;J90_E_1_Rhizo;79
365;J90    E S1.5;J90;E;L;1;Rhizo;E_J90;L_J90;1_J90;E_L;E_1;L_1;J90_E_1_Rhizo;80
366;J90    E S2.1;J90;E;L;2;Rhizo;E_J90;L_J90;2_J90;E_L;E_2;L_2;J90_E_2_Rhizo;81
367;J90    E S2.2;J90;E;L;2;Rhizo;E_J90;L_J90;2_J90;E_L;E_2;L_2;J90_E_2_Rhizo;82
368;J90    E S2.3;J90;E;L;2;Rhizo;E_J90;L_J90;2_J90;E_L;E_2;L_2;J90_E_2_Rhizo;83
369;J90    E S2.4;J90;E;L;2;Rhizo;E_J90;L_J90;2_J90;E_L;E_2;L_2;J90_E_2_Rhizo;84
370;J90    E S2.5;J90;E;L;2;Rhizo;E_J90;L_J90;2_J90;E_L;E_2;L_2;J90_E_2_Rhizo;85
371;J90    E S3.1;J90;E;L;3;Rhizo;E_J90;L_J90;3_J90;E_L;E_3;L_3;J90_E_3_Rhizo;86
372;J90    E S3.2;J90;E;L;3;Rhizo;E_J90;L_J90;3_J90;E_L;E_3;L_3;J90_E_3_Rhizo;87
373;J90    E S3.3;J90;E;L;3;Rhizo;E_J90;L_J90;3_J90;E_L;E_3;L_3;J90_E_3_Rhizo;88
374;J90    E S3.4;J90;E;L;3;Rhizo;E_J90;L_J90;3_J90;E_L;E_3;L_3;J90_E_3_Rhizo;89
375;J90    E S3.5;J90;E;L;3;Rhizo;E_J90;L_J90;3_J90;E_L;E_3;L_3;J90_E_3_Rhizo;90
376;J90    D S3.4;J90;D;L;3;Rhizo;D_J90;L_J90;3_J90;D_L;D_3;L_3;J90_D_3_Rhizo;74
377;J90    A S3.3;J90;A;H;3;Bulk;A_J90;H_J90;3_J90;A_H;A_3;H_3;J90_A_3_Bulk;27
