"","RR_M_042822","RR_M_060122","RR_M_070522","RR_M_072022","RR_M_091322","RR_D_042822","RR_D_060122","RR_D_070522","RR_D_072022","RR_D_091322","RR_K_042822","RR_K_060122","RR_K_070522","RR_K_072022","RR_K_091322"
"ASV_3",0,-0.836038442246895,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_119",0,0,0,0,0,0,-2.32192809488736,0,0,0,0,0,0,0,0
"ASV_93",0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71271804791953,0
"ASV_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414131874510143
