"","S1","S2","S9","S10","S15","S16","S23","S24"
"ASV_4",50,365,1173,1584,652,647,133,42
"ASV_17",0,11,202,325,129,458,28,8
"ASV_7",0,54,416,138,1045,926,0,13
"ASV_33",73,182,36,26,39,45,66,35
"ASV_1",388,1420,1559,1160,809,973,1712,1170
"ASV_10",0,201,231,168,245,319,287,114
"ASV_2",811,535,125,99,89,81,340,523
"ASV_25",0,67,6,23,36,30,44,7
"ASV_3",303,601,379,405,270,476,790,168
"ASV_93",0,9,5,2,0,4,87,9
"ASV_6",374,633,16,93,20,10,750,323
"ASV_22",107,45,0,7,0,7,72,258
