"","S1","S2","S9","S10","S15","S16","S23","S24"
"ASV_1",165,315,57,33,28,144,53,160
"ASV_47",0,0,0,6,11,9,9,4
"ASV_27",0,34,26,33,11,8,4,0
"ASV_69",26,0,0,9,40,2,14,21
"ASV_90",33,55,0,1,5,1,9,18
"ASV_58",0,0,0,16,0,2,50,13
"ASV_17",3,0,39,24,0,41,26,6
"ASV_8",0,0,44,30,10,25,160,21
"ASV_12",34,0,69,175,19,18,36,10
"ASV_57",2,10,6,24,4,2,20,11
"ASV_85",0,0,17,0,9,2,5,0
"ASV_3",0,72,22,48,52,41,135,20
"ASV_33",12,0,1,7,0,10,12,2
"ASV_56",0,0,20,14,0,8,69,10
"ASV_20",0,0,0,25,3,37,19,1
"ASV_35",1,50,9,21,1,23,6,0
"ASV_7",0,0,91,72,18,54,36,7
"ASV_51",0,0,116,20,7,23,9,82
"ASV_13",0,0,4,0,5,36,51,0
"ASV_76",50,0,0,21,0,10,9,3
"ASV_32",0,0,15,14,10,20,11,0
"ASV_43",25,0,0,25,0,2,27,15
"ASV_61",0,0,41,19,2,9,12,11
"ASV_78",0,0,13,13,5,6,1,3
"ASV_82",13,0,24,8,14,5,0,0
"ASV_134",0,0,3,5,13,5,1,0
"ASV_37",22,0,0,5,0,10,46,18
"ASV_2",160,127,177,67,47,49,39,73
"ASV_9",0,19,0,12,0,3,27,59
"ASV_18",54,1,0,3,0,0,0,38
"ASV_14",18,25,55,0,0,0,20,26
"ASV_40",0,0,16,13,4,6,14,16
