"","S29","S30","S31","S32","S41","S42","S43","S44"
"ASV_448",0,0,5,40,20,4,0,2
"ASV_44",76,94,115,55,28,66,65,50
"ASV_54",28,27,0,74,10,19,52,98
"ASV_1",1309,1305,2044,2335,1588,2402,1867,2243
"ASV_47",14,52,1,35,76,2,22,57
"ASV_62",11,28,16,91,65,2,44,6
"ASV_27",184,41,30,168,331,26,47,125
"ASV_69",170,48,34,0,42,0,0,28
"ASV_90",3,0,2,0,58,0,0,0
"ASV_58",0,39,2,1,0,0,59,61
"ASV_17",60,65,82,256,520,106,131,388
"ASV_8",104,171,124,292,211,64,68,494
"ASV_12",84,233,80,82,537,249,119,96
"ASV_57",7,38,8,41,59,5,78,29
"ASV_85",0,0,9,27,36,4,11,0
"ASV_3",159,143,117,214,472,4,167,335
"ASV_33",41,114,2,86,46,3,90,154
"ASV_20",64,84,28,55,376,0,160,335
"ASV_35",34,78,39,485,273,2,16,91
"ASV_7",146,65,259,209,591,95,165,676
"ASV_13",172,82,233,140,188,292,310,1158
"ASV_76",95,0,240,93,21,38,0,132
"ASV_99",29,16,28,0,46,0,16,0
"ASV_32",123,153,44,11,208,17,24,0
"ASV_43",0,28,0,9,32,12,17,540
"ASV_78",0,0,5,0,268,13,1,29
"ASV_82",0,0,54,0,24,29,34,42
"ASV_134",0,0,4,4,15,3,10,0
"ASV_26",53,74,36,342,302,143,174,0
"ASV_66",17,42,12,128,25,2,30,53
"ASV_113",20,0,32,0,0,0,48,0
"ASV_71",28,62,0,55,27,38,0,0
"ASV_28",121,63,0,152,78,94,0,84
"ASV_36",184,0,191,42,0,93,0,304
"ASV_2",489,465,542,1278,987,1310,422,796
"ASV_63",480,11,235,4,40,0,1,7
"ASV_30",20,4,20,18,0,0,28,82
"ASV_5",41,128,186,55,0,0,150,113
"ASV_4",84,162,167,138,0,0,351,937
"ASV_9",88,93,189,263,67,0,106,218
"ASV_29",43,99,34,0,0,0,97,57
"ASV_16",0,155,100,134,29,0,110,103
"ASV_18",66,80,113,144,0,104,69,192
"ASV_11",47,97,157,82,0,0,218,213
"ASV_14",34,104,187,201,16,0,76,405
"ASV_141",174,0,1,3,4,0,1,2
"ASV_49",18,1,0,174,0,12,12,0
"ASV_40",39,47,41,58,68,86,63,96
"ASV_400",1,3,0,0,3,3,1,6
"ASV_309",0,0,0,3,2,1,1,2
"ASV_123",0,2,127,121,2,0,13,70
"ASV_87",113,4,14,10,10,0,8,4
"ASV_21",159,143,302,135,76,0,380,354
"ASV_23",106,76,230,97,173,0,332,274
"ASV_64",36,23,85,43,152,0,111,56
"ASV_387",0,0,3,2,8,0,7,3
"ASV_186",0,16,10,8,4,0,15,13
"ASV_183",0,13,9,13,4,0,11,16
"ASV_77",55,5,2,1,5,0,7,5
"ASV_104",43,2,0,2,2,0,9,0
"ASV_160",19,3,1,3,2,0,4,0
"ASV_192",29,0,0,0,3,0,3,1
"ASV_10",119,133,272,289,455,0,253,160
"ASV_52",44,18,130,194,98,0,102,37
"ASV_170",16,0,0,0,8,0,19,0
"ASV_88",106,9,4,8,3,0,6,3
"ASV_274",0,0,2,0,4,0,5,2
"ASV_483",0,2,0,28,4,0,0,2
"ASV_177",0,0,25,0,42,0,37,75
"ASV_124",0,222,35,34,14,0,14,25
"ASV_156",44,24,3,4,2,0,1,0
"ASV_46",0,158,115,141,31,0,152,284
"ASV_67",0,45,0,73,61,0,122,40
"ASV_164",11,10,7,23,0,0,32,17
"ASV_158",31,0,1,4,9,0,0,1
"ASV_102",0,56,13,88,85,0,24,29
"ASV_42",0,243,107,219,123,0,212,262
"ASV_198",0,27,0,329,35,0,0,15
"ASV_139",0,56,13,29,54,0,23,0
"ASV_140",0,9,8,8,11,0,8,4
"ASV_100",0,41,7,37,67,0,40,23
"ASV_131",0,0,46,23,70,0,30,22
