"","S25","S26","S33","S34","S39","S40","S47","S48"
"ASV_44",89,34,24,15,0,0,3,0
"ASV_1",1013,983,356,3106,214,119,688,1400
"ASV_47",47,55,73,82,20,37,297,10
"ASV_81",0,47,0,94,81,42,0,0
"ASV_62",0,3,116,116,78,53,9,0
"ASV_27",0,26,239,154,120,124,162,0
"ASV_144",21,0,37,45,55,0,0,1
"ASV_130",6,0,22,7,6,0,0,45
"ASV_103",0,17,34,29,60,31,86,0
"ASV_69",35,24,2,0,13,0,114,0
"ASV_90",2,5,63,0,13,0,140,0
"ASV_58",0,50,3,3,18,8,87,39
"ASV_17",23,22,318,389,258,153,81,3
"ASV_8",148,162,201,180,125,109,547,195
"ASV_12",100,47,154,134,406,135,492,60
"ASV_57",19,30,45,27,108,27,291,26
"ASV_85",12,13,35,37,25,18,0,0
"ASV_3",228,231,285,370,368,238,1501,566
"ASV_33",12,24,44,82,94,69,105,133
"ASV_53",48,0,0,64,52,0,88,153
"ASV_56",95,48,0,134,82,0,192,32
"ASV_153",0,0,6,0,8,0,89,0
"ASV_133",0,0,21,0,3,0,32,0
"ASV_20",42,112,196,218,135,103,488,36
"ASV_35",8,21,93,110,97,218,93,4
"ASV_60",44,0,106,0,0,150,134,0
"ASV_7",127,178,443,460,194,1117,172,36
"ASV_13",62,86,141,447,486,530,224,0
"ASV_79",0,42,52,0,46,0,28,18
"ASV_32",36,31,45,40,175,131,128,69
"ASV_151",0,0,29,39,4,8,3,0
"ASV_43",30,90,20,53,62,34,237,55
"ASV_61",0,0,29,96,78,0,39,64
"ASV_78",0,20,123,13,57,74,25,0
"ASV_82",0,5,88,51,74,50,12,0
"ASV_134",6,7,12,77,16,18,0,0
"ASV_253",0,0,1,2,4,3,10,0
"ASV_55",0,0,193,189,236,331,83,0
"ASV_26",1,46,138,165,178,149,205,1
"ASV_114",0,0,25,0,103,0,3,0
"ASV_66",0,21,168,60,65,44,7,0
"ASV_71",42,25,36,32,0,0,45,0
"ASV_28",0,51,64,146,46,0,117,154
"ASV_2",386,475,398,1377,491,387,710,771
"ASV_63",1,5,0,3,0,0,16,4
"ASV_30",21,28,0,42,0,0,0,111
"ASV_5",102,36,51,188,0,0,2,82
"ASV_4",246,292,0,72,0,0,72,79
"ASV_9",168,97,0,0,13,0,179,320
"ASV_29",89,0,0,0,24,0,60,56
"ASV_16",105,91,0,46,0,0,65,310
"ASV_18",101,117,0,137,0,0,117,351
"ASV_11",127,55,77,105,0,0,0,169
"ASV_14",0,138,0,41,0,0,92,271
"ASV_38",37,39,24,3,0,0,0,141
"ASV_40",19,83,47,90,57,39,90,55
"ASV_275",9,3,11,6,2,3,15,5
"ASV_306",6,4,6,8,1,18,6,1
"ASV_244",0,0,5,7,0,1,16,4
"ASV_309",0,0,5,4,0,2,12,1
"ASV_266",0,0,14,11,0,8,4,1
"ASV_241",3,2,0,95,0,0,0,50
"ASV_211",2,4,0,52,0,0,0,8
"ASV_168",3,11,0,130,0,0,0,29
"ASV_412",0,4,0,8,0,0,0,29
"ASV_89",0,47,0,63,0,0,0,14
"ASV_6",382,245,0,177,0,0,0,247
