,RR_M_042822,RR_M_060122,RR_M_070522,RR_M_072022,RR_M_091322,RR_D_042822,RR_D_060122,RR_D_070522,RR_D_072022,RR_D_091322,RR_K_042822,RR_K_060122,RR_K_070522,RR_K_072022,RR_K_091322
ASV_106,0,0,0,0,0,-1.819427754,0,0,0,0,0,0,0,0,0
ASV_18,0,0,0,0,0,0,0.795415309,0,0,0,0,0,0,0,0
ASV_38,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.309855263,0
ASV_49,0,0,0,0,2.338801913,0,0,0,0,0,0,0,0,0,0
