"","S121","S122","S129","S130","S135","S136","S143","S144"
"ASV_4",65,197,1095,1632,968,813,28,14
"ASV_7",36,13,233,181,787,690,0,2
"ASV_33",12,63,27,31,45,55,42,61
"ASV_1",197,971,890,838,324,637,1308,1126
"ASV_10",13,132,185,131,73,185,119,0
"ASV_2",918,506,243,166,78,98,675,746
"ASV_25",19,24,35,49,20,26,39,46
"ASV_3",418,925,932,927,580,529,773,207
"ASV_93",0,3,5,12,0,4,9,3
"ASV_6",445,293,34,40,16,22,399,190
"ASV_18",156,63,11,34,0,3,78,119
