OTU_ID	1	10	100	101	102	103	104	105	106	107	108	109	11	110	111	112	113	114	115	116	117	118	119	12	120	121	122	123	124	125	126	127	128	129	13	130	131	132	133	134	135	136	137	138	139	14	140	141	142	143	144	145	146	147	148	149	15	150	151	152	153	154	155	156	157	158	159	16	160	161	162	163	164	165	166	167	168	169	17	170	171	172	173	174	175	176	177	178	179	18	180	181	182	183	184	185	186	187	188	189	19	190	191	192	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	50	51	52	53	54	55	56	57	58	59	6	60	61	62	63	64	65	66	67	68	69	7	70	71	72	73	74	75	76	77	78	79	8	80	81	82	83	84	85	86	87	88	89	9	90	91	92	93	94	95	96	97	98	99
OTU_0	307	3348	457	2793	1841	2642	3791	2922	2087	1174	328	162	1118	798	3230	2320	3218	3016	989	2216	504	93	963	295	313	267	1495	220	774	3897	2066	3065	3487	2572	259	2576	1252	492	216	934	4890	4593	3391	3075	854	1045	2558	791	108	1505	206	253	1762	207	915	2767	5054	2502	3415	3530	3833	3236	1321	565	240	1181	5100	6480	3878	3697	3757	1073	2088	620	79	2000	229	313	5094	1681	207	727	3025	2152	3151	4451	3442	3139	1410	3957	529	202	910	3088	4314	3263	3468	1018	2231	640	1523	82	1236	358	2685	2682	742	140	1851	290	351	1898	208	584	5470	234	2580	3645	6918	3761	4592	1658	376	1353	1413	8493	749	7212	5051	4795	994	3006	642	132	1941	505	471	2897	2229	257	552	4868	3364	4183	5049	4827	5686	1489	2808	555	276	1427	6085	5549	5832	5787	1183	2558	785	3612	92	1422	283	272	2437	257	1146	5950	2888	3783	4037	4652	5020	4561	1703	452	316	1043	3525	3189	3636	2715	3623	1122	2494	574	92	1682	220	434	1365	159
OTU_1	1210	1500	1042	1642	1352	1714	1725	1289	1254	1482	776	957	1224	1131	1156	734	1791	1639	1713	1770	2232	1695	1734	756	2213	1383	1525	1102	1389	1965	1464	2061	1880	1038	926	1455	1537	1041	1046	1532	1636	1471	1756	1828	1755	1297	1821	2456	2265	2664	2109	1280	1751	875	1286	1730	1846	1695	2177	1997	1422	1659	1587	1130	1149	1418	1793	1921	1418	1814	1936	1835	1804	1957	2172	3704	2106	1392	2261	1909	1022	1105	1979	1503	2112	2185	1340	1706	1771	1751	1059	1172	964	1020	1473	1655	2027	1596	1832	1810	1951	2430	2364	1982	2877	1749	2352	1926	3170	2065	1418	1729	942	884	2233	1263	1562	2178	2533	1335	1457	1476	749	1202	1515	2303	1038	1744	2279	2640	1224	1794	2293	2229	3210	2514	1607	1814	1985	1150	558	2324	1757	2041	2059	1581	2139	1569	1626	1097	985	1525	2007	1653	2339	2644	1661	1588	2438	2096	1730	2779	2215	1439	2624	1134	1727	2554	1910	2080	1672	2105	1462	1708	1685	943	1039	1261	1153	862	1572	1181	1860	1401	1457	1954	1311	2541	1962	1522	1855	661
OTU_10	5	108	98	187	143	32	68	68	112	118	40	3	97	14	33	40	63	87	11	51	7	0	19	24	6	5	50	53	126	158	125	47	57	57	4	100	146	46	0	12	42	55	47	84	14	0	53	10	6	8	0	9	28	36	144	145	42	132	41	82	87	108	135	54	6	20	36	56	62	70	81	9	38	6	5	23	7	13	61	38	28	112	150	118	30	62	98	151	139	91	46	7	11	15	65	45	97	9	52	0	20	7	10	7	53	35	0	0	21	9	0	44	12	63	168	37	97	46	64	62	128	96	25	100	9	26	92	71	71	93	10	28	9	7	15	9	22	170	36	45	50	164	115	41	62	80	138	125	110	46	6	7	41	32	62	84	17	15	5	40	0	14	9	12	49	40	108	188	116	41	54	56	56	89	86	30	0	14	10	34	49	78	82	8	31	7	0	17	8	9	25	17
OTU_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
